GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
HelloWorld,default,BankSystem,0,9,0,0,0,4,0,2,0,2
HelloWorld,default,Wall,47,0,0,0,12,0,4,0,4,0
HelloWorld,default,Calc,27,0,0,0,10,0,5,0,5,0
HelloWorld,default,Main,272,0,19,0,68,0,12,0,2,0
HelloWorld,default,Person,56,0,0,0,16,0,5,0,5,0
HelloWorld,default,Room,3,0,0,0,1,0,1,0,1,0
